time,tavg,prcp,wspd,pres,City,number
2024-03-17,0.9,3.4,25.6,1011.158566000654,Gdańsk,77
2024-03-18,0.0,0.8,15.2,1010.7077150418153,Gdańsk,78
2024-03-19,5.420104029233381,0.0,6.7,1023.8,Gdańsk,79
2024-03-20,5.608517165644899,0.1,8.3,1021.2,Gdańsk,80
2024-03-21,5.5,5.2,10.7,1009.123183761576,Gdańsk,81
2024-03-22,6.0,1.1,12.494011225754509,1010.8,Gdańsk,82
2024-03-23,6.247340378654781,0.5,11.2,1002.2,Gdańsk,83
2024-03-24,3.9,0.0,13.9,1007.1688354088337,Gdańsk,84
2024-03-25,3.8,0.0,6.1,1001.6,Gdańsk,85
2024-03-26,4.5,0.39607650649065584,14.6,1005.2,Gdańsk,86
2024-03-27,9.4,0.34738395895726937,21.5,1004.8165778118369,Gdańsk,87
2024-03-28,9.6,0.9,14.224750658401227,990.1,Gdańsk,88
2024-03-29,7.892251487459416,0.2614070785002769,17.2,999.9,Gdańsk,89
2024-03-30,8.218696223002137,0.0,8.4,1003.5,Gdańsk,90
2024-03-31,15.2,0.0,9.8,998.9,Gdańsk,91
