time,tavg,prcp,wspd,pres,City,number
2024-03-19,3.3,0.0,11.8,1023.2,Szczecin,79
2024-03-20,7.7,0.0,12.511974871011347,1020.3,Szczecin,80
2024-03-21,8.071939832987201,0.8,10.3,1018.0,Szczecin,81
2024-03-22,8.5,0.3325194195671979,12.2,1012.9,Szczecin,82
2024-03-23,8.353771103638893,2.3,8.5,1004.0,Szczecin,83
2024-03-24,4.2,0.4,13.0,999.7,Szczecin,84
2024-03-25,5.0,0.2,13.217903453728852,1002.1,Szczecin,85
2024-03-26,5.3,2.5,17.4,1001.7,Szczecin,86
2024-03-27,11.9,0.0,22.2,990.6,Szczecin,87
2024-03-28,11.3,0.0,20.0,987.6,Szczecin,88
2024-03-29,10.3,-0.23706239879369861,13.3,999.5,Szczecin,89
2024-03-30,14.9,-0.3291995439733706,11.8,1000.7,Szczecin,90
2024-03-31,14.0,-0.4241567081636888,7.7,997.6,Szczecin,91
